A,B,A,A,B,B,A,A,A,A,A,A,A,B,A,B,A,A
A,A,B,A,A,B,B,A,A,A,A,B,A,B,A,B,A,A
B,B,B,A,B,B,A,A,A,B,B,B,A,B,B,B,A,B
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
B,B,B,B,B,B,A,B,B,B,B,A,A,B,A,A,A,B
B,A,B,A,B,A,A,B,B,A,B,A,A,B,A,A,A,B
B,B,B,B,A,B,A,B,A,B,A,A,B,B,A,B,B,B
A,B,B,A,B,B,B,A,A,B,B,A,B,A,A,B,A,A
A,B,A,B,B,A,B,B,A,B,B,B,A,A,A,B,B,A
B,A,B,B,B,B,A,A,B,A,A,A,A,B,A,A,A,A
A,A,A,B,A,B,B,B,B,B,A,A,A,B,B,A,B,B
A,A,A,A,A,B,B,B,A,A,A,B,A,B,A,A,A,A
B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A
B,B,B,B,B,B,B,B,A,B,A,B,B,A,A,A,B,B
B,A,A,A,A,A,B,A,A,A,B,A,B,B,A,B,A,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A
A,B,B,A,B,B,A,A,B,A,A,B,B,A,A,B,B,A
B,B,A,B,B,B,A,B,B,B,B,B,A,B,B,B,B,A
B,A,B,B,A,A,B,A,A,A,B,A,B,A,B,B,A,B
B,A,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A
A,B,B,B,A,A,B,A,A,A,B,A,A,B,B,A,B,A
A,A,A,B,B,A,A,A,B,A,A,B,A,A,A,B,A,B
A,B,B,A,A,B,A,B,B,B,B,A,B,B,B,A,A,B
B,A,A,B,A,A,A,A,A,B,A,A,A,A,B,A,A,B
A,B,B,B,B,B,A,A,B,B,A,A,A,A,A,B,B,A
A,A,A,B,B,B,A,A,A,B,B,B,B,B,A,B,B,B
B,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,B,A
A,B,B,B,A,A,B,A,B,A,B,A,B,B,A,B,A,A
A,B,A,B,B,A,B,B,A,B,B,B,B,B,A,B,B,B
A,A,A,A,B,A,B,B,A,B,A,A,B,A,A,B,B,A
B,B,A,A,A,A,B,B,A,B,B,B,A,A,A,B,B,B
A,B,B,A,B,B,A,B,A,B,B,B,A,B,A,B,A,A
A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A
A,B,A,A,B,A,B,B,B,A,B,B,B,B,B,A,B,B
A,A,A,B,A,A,A,A,A,A,B,A,B,B,B,B,B,B
B,B,A,B,B,A,A,A,A,A,A,A,A,B,B,A,B,A
B,A,A,A,B,B,B,A,A,B,A,A,A,A,A,A,B,B
A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,B,A,A
A,B,B,A,A,B,A,A,A,B,B,A,A,A,B,B,B,A
B,B,B,B,B,B,B,A,A,B,B,B,B,A,A,B,B,B
B,B,A,A,B,A,B,B,B,B,A,A,B,B,B,B,B,B
A,A,B,B,B,B,A,B,A,A,B,B,B,B,B,B,B,B
B,A,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,A,B,B,B,A,A,B,A,A,A,B,B,A,A,B,B
B,B,B,A,B,B,A,A,B,A,A,B,A,B,A,A,B,B
B,B,B,B,B,A,A,B,B,B,B,B,A,A,A,A,A,A
B,A,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A
A,B,B,A,B,A,B,A,A,A,B,A,B,A,B,B,A,A
A,A,A,A,A,A,B,B,A,A,A,A,B,A,A,B,A,A
B,A,B,A,A,B,B,B,B,A,B,B,A,B,A,A,B,A
B,A,B,A,B,B,B,B,B,A,B,A,A,A,B,B,B,A
B,B,B,B,A,B,A,B,B,A,A,A,B,B,B,B,B,B
A,A,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A
A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,A,A,A,B,B,A,A,A,B,B,A,A,B,B,B,A,A
B,B,B,B,B,A,B,A,B,B,B,A,B,B,B,B,B,B
B,B,A,A,B,A,B,A,B,A,A,B,B,A,B,A,B,B
B,A,A,A,B,B,A,A,A,A,B,B,A,A,A,A,A,B
B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B
70,35,60,92,6,36,77,73,41,61,36,69,28,2,65,23,35,89
2,88,46,43,65,25,40,73,59,50,53,5,65,11,100,38,82,63
0,17,23,96,84,20,90,48,42,52,33,25,61,24,67,41,66,34
43,88,75,23,81,84,96,52,14,58,83,100,86,4,66,82,11,52
65,46,87,61,64,81,84,34,94,51,15,68,28,64,93,71,89,11
25,37,34,52,95,39,92,50,54,68,0,23,84,25,100,45,60,34
40,91,7,96,26,73,79,41,5,70,14,88,62,31,60,65,88,19
32,92,9,98,76,4,58,84,97,39,71,32,87,30,13,6,91,81
61,44,50,35,95,80,10,90,75,9,3,93,14,37,88,28,97,45
51,18,28,26,22,85,6,22,85,6,0,81,83,85,63,35,5,73
8,67,27,49,5,0,91,25,25,43,42,72,91,31,76,80,92,53
80,86,74,12,75,17,47,46,39,1,56,57,53,38,2,88,59,14
74,89,46,30,32,13,5,5,34,70,79,57,51,5,8,48,89,89
84,35,88,49,19,87,24,44,88,95,93,62,20,15,20,94,36,89
40,41,9,59,35,21,16,17,13,0,18,52,39,69,97,21,52,28
28,38,86,95,95,63,71,63,41,51,1,79,1,8,57,39,95,22
77,53,62,57,81,53,55,88,22,59,98,94,45,35,4,32,1,54
95,11,9,91,6,5,88,97,11,79,39,17,75,99,77,57,46,44
33,18,24,56,73,69,64,9,1,42,42,17,91,59,81,26,1,81
18,46,20,61,76,82,28,17,95,34,1,80,24,50,55,58,95,48
31,86,35,17,37,4,48,6,38,85,38,49,80,36,3,21,43,53
36,3,9,35,74,45,7,80,7,61,32,64,28,86,66,48,32,99
93,79,69,69,51,49,80,100,39,93,65,62,65,71,68,16,98,21
76,53,22,43,99,12,73,29,53,1,29,69,11,2,63,77,82,13
15,93,40,47,47,40,73,77,31,54,79,37,59,67,21,65,78,11
86,12,39,6,64,34,100,59,41,1,83,80,19,67,98,0,70,69
26,83,75,13,9,56,54,61,90,4,39,26,15,27,54,21,30,12
4,100,27,85,88,35,89,96,72,93,91,91,81,44,47,73,3,81
26,9,24,92,21,57,0,20,83,86,30,79,49,15,53,11,98,42
95,23,99,8,7,91,0,38,97,6,27,22,84,59,44,20,14,42
54,39,32,63,62,62,24,23,73,65,100,77,23,87,73,25,41,70
91,39,94,91,53,15,13,6,54,53,22,0,52,95,86,27,14,4
73,65,44,79,58,59,88,24,82,45,57,32,86,32,98,5,51,43
19,69,72,51,58,95,89,63,80,30,12,71,47,42,8,89,90,91
46,57,61,80,63,78,15,19,48,90,14,46,40,27,41,44,7,35
70,92,53,56,45,97,83,39,80,97,3,100,9,13,39,34,16,5
47,63,52,80,49,27,78,31,53,74,71,6,16,73,5,98,1,13
39,36,46,35,22,51,8,54,46,24,22,76,11,33,14,16,80,90
27,13,86,59,8,73,17,47,8,3,87,23,83,55,65,55,63,14
73,3,9,37,60,53,90,88,70,29,15,98,57,75,2,29,21,82
2,74,85,87,70,76,20,100,98,84,62,75,20,95,75,67,27,24
24,38,51,98,72,78,39,62,43,48,96,95,48,66,32,34,1,89
79,74,4,56,8,26,63,7,96,81,33,21,31,75,26,78,20,74
47,75,31,57,86,78,79,49,63,75,55,47,88,72,65,29,97,21
83,20,47,21,19,32,98,43,23,100,24,47,77,66,41,75,6,19
60,18,46,79,18,15,67,29,33,62,50,20,13,20,99,36,11,31
16,51,91,42,2,92,66,57,50,7,60,79,96,88,30,43,77,89
6,61,86,80,12,79,41,89,0,11,31,12,71,85,17,67,52,36
100,43,34,80,46,32,35,51,100,56,17,30,23,57,7,20,52,42
87,70,67,22,22,91,5,48,76,92,41,31,43,63,70,9,55,70
14,55,7,73,80,6,10,14,34,83,1,5,37,61,86,86,1,81
53,44,51,56,30,20,43,14,96,58,4,99,60,86,12,9,24,98
10,98,14,23,53,37,2,5,27,99,81,62,100,32,8,3,74,89
72,4,26,94,61,65,61,95,76,95,28,47,90,51,0,14,89,34
12,87,79,21,78,21,22,59,36,59,44,67,49,31,33,97,45,51
53,57,60,69,3,28,89,45,79,32,18,64,41,53,29,11,83,76
17,48,79,52,3,96,4,81,44,16,15,91,38,13,82,8,8,34
28,1,96,75,50,91,39,86,23,58,88,2,62,78,36,75,24,17
0,100,93,75,27,26,39,99,91,47,27,51,74,47,72,91,90,47
32,53,9,27,50,52,22,62,7,6,75,11,94,52,38,27,16,2
0,45,10,70,30,75,50,23,40,15,29,18,10,40,60,45,20,15
0,76,91,26,44,59,50,23,20,41,34,58,46,48,54,43,58,38
50,88,89,91,97,97,90,42,21,54,90,95,47,92,70,92,8,55
3,22,55,4,1,9,5,1,6,0,2,0,1,0,11,2,3,4
64,94,40,0,49,1,18,3,30,6,10,0,4,25,11,5,6,9
75,80,87,82,96,97,83,98,90,94,27,0,50,92,19,22,49,77
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
101,101,101,101,1,5,5,101,5,101,4,5,101,101,5,101,101,101
61,75,86,20,99,91,60,66,40,87,78,50,76,5,41,100,26,20
46,65,20,50,50,49,52,51,22,55,11,100,51,59,63,53,101,29
15,50,71,67,41,90,46,4,38,5,11,34,54,54,66,56,61,51
35,77,50,100,15,69,86,60,75,33,25,18,5,47,98,55,73,43
28,9,13,23,28,28,42,58,15,22,21,94,17,10,1,11,14,13
99,99,99,99,99,99,99,28,1,1,1,1,1,1,1,1,1,1
100,99,100,100,101,99,99,100,10,84,2,87,94,0,6,17,88,89
45,25,35,30,55,20,75,54,35,45,65,55,61,25,15,54,40,10
71,13,4,2,23,1,6,3,7,16,10,2,10,4,13,69,2,2
75,67,68,30,70,58,40,10,21,19,16,25,93,54,67,75,52,36
38,93,10,67,101,90,64,91,36,94,54,63,79,73,82,59,88,19
22,15,50,75,75,30,65,14,30,10,27,60,25,25,75,75,50,50
64,24,4,21,24,52,15,69,35,4,4,50,4,4,4,25,21,24
5,19,93,50,5,11,96,50,0,9,77,51,9,91,91,39,57,87
62,40,65,92,75,31,73,21,72,46,44,74,45,66,49,74,68,41
73,86,52,19,21,33,31,32,62,61,48,47,41,50,80,73,65,80
60,20,25,55,15,10,15,30,15,60,40,30,32,27,24,30,15,20
27,53,92,48,76,90,19,46,61,78,30,47,15,67,44,69,73,34
11,27,47,34,16,61,9,25,48,100,71,50,22,72,32,75,69,82
43,65,17,50,70,15,84,59,35,95,80,99,97,18,43,57,88,64
15,50,50,101,1,19,101,0,100,50,101,10,50,101,20,60,90,20
66,68,82,75,18,3,31,98,55,69,74,84,89,86,24,99,99,100
20,15,5,50,70,40,62,24,23,73,45,35,48,24,30,45,55,24
100,50,30,15,10,5,30,30,30,56,60,55,50,40,65,60,46,45
52,68,75,60,62,63,54,55,54,53,62,51,85,89,87,93,43,38
18,13,7,22,3,8,33,50,30,21,5,92,10,4,13,18,17,22
44,60,58,41,97,52,66,60,65,42,99,100,99,99,99,36,38,71
45,50,30,60,20,10,10,20,8,7,20,10,10,101,50,80,30,50
60,93,32,98,99,16,4,4,4,8,2,1,5,89,91,92,96,6
94,19,12,24,95,89,92,27,12,25,12,9,9,15,11,12,89,101
17,12,21,19,4,45,55,36,35,61,4,2,0,2,16,63,17,10
49,46,56,33,42,73,71,53,48,50,62,57,52,54,62,46,53,58
63,83,91,95,99,80,96,86,94,88,97,100,83,45,56,89,65,74
40,52,38,70,85,64,90,75,88,100,89,79,60,78,93,75,84,95
75,70,63,63,45,94,7,72,59,60,101,36,94,83,85,85,77,82
48,60,59,63,75,84,90,89,94,95,97,98,98,99,101,99,100,100
95,75,30,60,40,40,30,35,45,27,21,31,83,94,25,43,101,75
77,33,66,69,21,55,7,18,66,11,15,25,3,21,33,18,25,101
20,66,101,69,101,30,60,82,95,14,82,90,0,83,0,35,75,20
10,19,23,24,21,60,31,20,10,2,15,19,8,5,10,23,22,30
50,50,65,35,56,30,60,16,15,36,70,17,64,20,44,42,7,25
20,14,14,20,22,57,72,95,38,3,5,4,85,53,60,80,4,4
20,9,12,11,53,69,26,36,39,18,37,18,34,79,8,24,36,38
60,38,79,23,86,55,60,86,101,47,38,45,54,52,53,58,62,64
101,101,101,101,53,101,0,50,101,34,35,35,101,35,18,101,101,101
0,0,101,0,0,0,0,2,0,3,0,101,0,0,2,0,3,2
0,101,4,1,12,3,2,56,21,10,2,0,0,22,0,0,0,18
23,14,51,25,81,91,12,32,79,86,88,22,32,64,63,39,17,70
45,88,80,81,72,79,83,78,82,92,85,89,88,91,90,91,91,89
70,49,68,36,93,73,54,77,88,41,61,25,68,44,72,41,58,35
29,22,47,26,72,33,25,70,40,25,35,69,25,40,37,59,38,51
101,101,101,101,101,101,101,101,101,101,101,101,101,5,3,101,101,101
0,45,10,70,30,75,50,23,40,15,29,18,10,40,60,45,20,15
0,76,91,26,44,59,50,23,20,41,34,58,46,48,54,43,58,38
50,88,89,91,97,97,90,42,21,54,90,95,47,92,70,92,8,55
3,22,55,4,1,9,5,1,6,0,2,0,1,0,11,2,3,4
64,94,40,0,49,1,18,3,30,6,10,0,4,25,11,5,6,9
75,80,87,82,96,97,83,98,90,94,27,0,50,92,19,22,49,77
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
101,101,101,101,1,5,5,101,5,101,4,5,101,101,5,101,101,101
61,75,86,20,99,91,60,66,40,87,78,50,76,5,41,100,26,20
46,65,20,50,50,49,52,51,22,55,11,100,51,59,63,53,101,29
15,50,71,67,41,90,46,4,38,5,11,34,54,54,66,56,61,51
35,77,50,100,15,69,86,60,75,33,25,18,5,47,98,55,73,43
28,9,13,23,28,28,42,58,15,22,21,94,17,10,1,11,14,13
99,99,99,99,99,99,99,28,1,1,1,1,1,1,1,1,1,1
100,99,100,100,101,99,99,100,10,84,2,87,94,0,6,17,88,89
45,25,35,30,55,20,75,54,35,45,65,55,61,25,15,54,40,10
71,13,4,2,23,1,6,3,7,16,10,2,10,4,13,69,2,2
75,67,68,30,70,58,40,10,21,19,16,25,93,54,67,75,52,36
38,93,10,67,101,90,64,91,36,94,54,63,79,73,82,59,88,19
22,15,50,75,75,30,65,14,30,10,27,60,25,25,75,75,50,50
64,24,4,21,24,52,15,69,35,4,4,50,4,4,4,25,21,24
5,19,93,50,5,11,96,50,0,9,77,51,9,91,91,39,57,87
62,40,65,92,75,31,73,21,72,46,44,74,45,66,49,74,68,41
73,86,52,19,21,33,31,32,62,61,48,47,41,50,80,73,65,80
60,20,25,55,15,10,15,30,15,60,40,30,32,27,24,30,15,20
27,53,92,48,76,90,19,46,61,78,30,47,15,67,44,69,73,34
11,27,47,34,16,61,9,25,48,100,71,50,22,72,32,75,69,82
43,65,17,50,70,15,84,59,35,95,80,99,97,18,43,57,88,64
15,50,50,101,1,19,101,0,100,50,101,10,50,101,20,60,90,20
66,68,82,75,18,3,31,98,55,69,74,84,89,86,24,99,99,100
20,15,5,50,70,40,62,24,23,73,45,35,48,24,30,45,55,24
100,50,30,15,10,5,30,30,30,56,60,55,50,40,65,60,46,45
52,68,75,60,62,63,54,55,54,53,62,51,85,89,87,93,43,38
18,13,7,22,3,8,33,50,30,21,5,92,10,4,13,18,17,22
44,60,58,41,97,52,66,60,65,42,99,100,99,99,99,36,38,71
45,50,30,60,20,10,10,20,8,7,20,10,10,101,50,80,30,50
60,93,32,98,99,16,4,4,4,8,2,1,5,89,91,92,96,6
94,19,12,24,95,89,92,27,12,25,12,9,9,15,11,12,89,101
17,12,21,19,4,45,55,36,35,61,4,2,0,2,16,63,17,10
49,46,56,33,42,73,71,53,48,50,62,57,52,54,62,46,53,58
63,83,91,95,99,80,96,86,94,88,97,100,83,45,56,89,65,74
40,52,38,70,85,64,90,75,88,100,89,79,60,78,93,75,84,95
75,70,63,63,45,94,7,72,59,60,101,36,94,83,85,85,77,82
48,60,59,63,75,84,90,89,94,95,97,98,98,99,101,99,100,100
95,75,30,60,40,40,30,35,45,27,21,31,83,94,25,43,101,75
77,33,66,69,21,55,7,18,66,11,15,25,3,21,33,18,25,101
20,66,101,69,101,30,60,82,95,14,82,90,0,83,0,35,75,20
10,19,23,24,21,60,31,20,10,2,15,19,8,5,10,23,22,30
50,50,65,35,56,30,60,16,15,36,70,17,64,20,44,42,7,25
20,14,14,20,22,57,72,95,38,3,5,4,85,53,60,80,4,4
20,9,12,11,53,69,26,36,39,18,37,18,34,79,8,24,36,38
60,38,79,23,86,55,60,86,101,47,38,45,54,52,53,58,62,64
101,101,101,101,53,101,0,50,101,34,35,35,101,35,18,101,101,101
0,0,101,0,0,0,0,2,0,3,0,101,0,0,2,0,3,2
0,101,4,1,12,3,2,56,21,10,2,0,0,22,0,0,0,18
23,14,51,25,81,91,12,32,79,86,88,22,32,64,63,39,17,70
45,88,80,81,72,79,83,78,82,92,85,89,88,91,90,91,91,89
70,49,68,36,93,73,54,77,88,41,61,25,68,44,72,41,58,35
29,22,47,26,72,33,25,70,40,25,35,69,25,40,37,59,38,51
101,101,101,101,101,101,101,101,101,101,101,101,101,5,3,101,101,101